migration_id,citizen_id,old_address,new_address,reason,date
eb262119-b41e-464c-8eaa-b5f6e5d2a8e6,e1298dbc-4b15-403c-98e4-a23a9d84e02d,"11, Sarin Path, Salem 319879","H.No. 52, Agarwal Road, Adoni-684206",Job,2022-12-16
d00dc381-894f-483e-9299-5f92fbb36952,19eb3a0c-d145-4477-8aba-1d1d96de0f5a,"74/934, Swaminathan, Malegaon-367877","80/01, Patla Path, Ballia-618199",Education,2023-04-12
e60696e5-b741-4f3d-8ab4-2bf45fb7b453,4719f21e-7e80-4550-9335-6ce0c43f7db9,"812, Sachar Zila, Satna-948541","H.No. 206, Zachariah Road, Sultan Pur Majra 446907",Job,2022-10-14
23780906-60fc-4ed6-91cc-1ef172038e45,081d6cc2-f367-40cc-9daf-4669f7346db4,"042, Varty Zila, Bhiwandi 620012","589, Shankar Nagar, Chandrapur-449850",Job,2020-07-18
15878117-5cb5-42ab-b102-cba6c19d2e58,34e63dbd-73d0-4eb1-87a3-a6b12d103811,"76/81, Karan Circle, Thiruvananthapuram 551305","56, Dass Street, Bathinda 573217",Better Housing,2024-07-14
782858cf-659f-4fd1-9252-0a6aac282406,adbe6f8a-9e3c-425b-858e-a7187acc1b4d,"H.No. 45, Joshi Road, Bidar-293503","899, Pandey Ganj, Bhiwani-618190",Job,2020-05-30
0effebc1-a487-4d0c-9478-b042769a3b5e,17c80e5b-81d4-4221-8079-48c9809a8ff3,"H.No. 970, Narayanan Road, Sangli-Miraj & Kupwad-720480","H.No. 69, Mukhopadhyay Nagar, Singrauli-128599",Job,2021-11-05
550493ba-b7e2-44f4-9f44-493651c5fa0a,94326db2-214c-4194-814f-b86227b29029,"87/96, Misra Zila, Navi Mumbai 489213","H.No. 138, Boase Chowk, Allahabad-593110",Better Housing,2022-03-22
f3c4667b-bd2d-4766-aea1-fabed2b5a29f,f3753ba0-3b41-4103-906c-ce253aedab70,"84/145, Brahmbhatt Ganj, Kumbakonam-154877","02/04, Dhar Chowk, Bardhaman 509786",Better Housing,2024-05-31
7bc0e782-bb47-4ae2-acd9-6c3c81ff00ac,750ef3a4-bf28-47b2-9616-e8e04030e743,"H.No. 071, Tandon Street, Pimpri-Chinchwad-486862","82/09, Bava Street, Bellary-765192",Education,2020-08-30
57f5cb22-96ea-43c4-8269-68f09e694b98,2a9515c9-076f-42dc-81e6-fa20bcc4dd5d,"65/953, Sarraf Path, Khandwa 820467","08/170, Krishnan Path, Thiruvananthapuram 118069",Job,2020-03-12
3d444f3a-8882-448c-b8ab-5598e05b208b,cc47bb5e-76ae-430e-a1d2-9feb5c9173dd,"519, Vasa Ganj, Mangalore-937443","73/38, Ranganathan Road, Agra-370660",Job,2021-11-08
1b1b7973-7a7f-490d-94a3-ceeeb28ee008,61599b23-4c9c-458e-9d80-1c57d79cc9a8,"H.No. 00, Tata Marg, Narasaraopet-465848","983, Brar Ganj, Sagar 627487",Better Housing,2024-06-11
560cb8cf-c2ac-4c0d-90f1-1c06f1d20df0,25f2d745-1b13-4bf4-b4d5-450888177275,"763, Singh Street, Ambala-477621","43, Gola Marg, Katni 503313",Better Housing,2020-02-08
acedfc09-e1a3-4f5c-92b2-55a0634e0435,c70f34a0-9306-4d32-9477-3ea8b43be5fe,"H.No. 731, Chander Chowk, Shimoga-707560","96, Saha Circle, Jamshedpur-792808",Education,2024-10-24
e55714c1-f2e2-4fcb-ae82-134998acbeb0,1af86e23-ff9f-4e74-b63d-f9856464c8d4,"H.No. 760, Goda Marg, Jaunpur 505713","692, Srivastava Chowk, Rajahmundry 354268",Better Housing,2021-08-16
a215aa51-7294-40c1-8300-70361b78b404,31ac321c-7ccc-43ff-be6d-c1657cb08de8,"H.No. 87, Deshmukh Marg, Vijayawada 991347","19, Chakrabarti Ganj, Amroha 572535",Education,2019-07-21
6270c92e-0e25-46ae-8396-e19b2c256b8e,5bbfbd35-0683-4b11-8924-74fb11425824,"H.No. 193, Basu Road, Nandyal 146216","H.No. 32, Choudhary Nagar, Bhatpara 093684",Marriage,2019-08-29
c78e9b5a-2ae8-4114-ba64-728fb4e467a7,8a2aea84-4319-45f7-a7c7-2716f60a97ff,"487, Pandey Nagar, Kolhapur 620590","H.No. 252, Narula Nagar, Warangal 827660",Job,2024-05-11
25301b2d-1b56-45ff-8e4b-723b84b120f7,61195e55-76ee-4aa1-9ec0-0599d2d2e9ce,"H.No. 962, Mahajan Chowk, Salem 508048","476, Subramaniam Circle, Darbhanga-026045",Education,2021-02-26
cbc46c98-bda4-4785-b808-ec73f24a5ad8,e8ad48e8-873b-4457-96b1-b292318f7f4f,"15/28, Dass Ganj, Chinsurah 895961","25/70, Baral Street, Junagadh-124144",Education,2024-09-08
e24280d7-5e0b-4823-898d-16d643713818,277c9246-a2be-41ba-b4e7-e7d21da93c62,"63/95, Kapoor, Gudivada-447352","17, Chhabra Circle, Kadapa 524396",Education,2022-02-12
cdf99fb6-928c-417b-b2f2-496d16f7730f,ae8b6b1b-dd1f-4f98-b746-7855e8207f54,"H.No. 25, Luthra Chowk, Siliguri 703686","13/052, Dugar Road, Moradabad 097012",Marriage,2020-05-12
d6ac6d5f-04ec-44ab-9735-db04dc9547f0,20b7f7b5-745b-4287-ab87-399d80e39fef,"095, Subramanian Zila, Fatehpur 430430","88/631, Loyal, Kollam-765076",Education,2023-10-08
2a24e171-600c-4c32-9ba4-95b850c4bcba,dbf6bfa4-4a79-408d-bb3c-ede9574fd3e3,"36/898, Bobal, Sangli-Miraj & Kupwad-661523","44/868, Bora Path, Mahbubnagar 716597",Education,2022-06-22
a32bb160-70b8-42f4-99d9-3545ccd04c65,27b3e945-380e-4edd-9c6d-65744d11bf36,"H.No. 887, Ray, Firozabad-776231","62, Prabhu Road, Morena 904912",Marriage,2024-08-06
4284427c-2df8-4a83-9455-460ec3df6323,1c6b79ab-4047-4094-b00d-09f6ba1ebdb1,"H.No. 71, Shetty Marg, Tiruchirappalli 847205","730, Hayre Circle, Mehsana-281116",Education,2021-10-19
3eff345e-8652-47b2-95b6-8f3b8e3f1348,35079e78-d319-424e-875e-a9e9b523495c,"46/24, Chaudhuri Circle, Jamalpur-587860","H.No. 430, Magar Chowk, Madurai-101524",Job,2023-04-19
7ba05739-0794-44c8-a7c5-50b336c560f7,9722b481-2618-4088-ba5e-36353e04c2ba,"H.No. 245, Parikh Ganj, Guwahati 136748","22/139, Kurian Chowk, Ranchi 453494",Marriage,2023-03-01
15080dd2-36fb-4b46-ba87-a18587d1deae,1700b6b2-f355-434c-b5cc-58696f552f66,"H.No. 22, Dixit Path, Shimoga-767904","06/19, Mohanty Road, Kollam-253321",Better Housing,2023-04-03
9797a3bc-9eeb-4722-907c-a6cc8b2d914b,94611d0d-1b3f-4f01-b556-7fa4d10dcfca,"984, Sodhi Path, Saharanpur 180995","528, Ramaswamy Circle, Thanjavur 607351",Marriage,2024-03-08
1d31918d-1171-4dc8-8b2b-d579bea2ea59,9b87c951-35fc-4c8f-809c-381b24a52adc,"43/612, Lata Circle, Malegaon 702511","25, Nagy Path, Surat 963971",Job,2023-07-02
b4e483ae-0049-4f3b-bc57-d25b0341476d,9a569260-43a4-4bd1-b80e-622639158f12,"714, Jaggi Nagar, Adoni 563156","21, Gara Marg, Malda-513194",Marriage,2019-08-08
e4bba64c-bf3f-4a96-bd5a-c0d72351d121,3928b369-cfd0-4ef9-a681-14e7346c7f8c,"H.No. 986, Panchal Chowk, Sagar 777109","H.No. 503, More Path, Srikakulam-808828",Better Housing,2022-04-14
2489989d-8037-4fa5-9ca9-223c260f94bd,7f1abd58-0ca9-4997-bbf4-0648a6492332,"H.No. 873, Shankar Street, Bareilly 640830","67/74, Nair Nagar, Firozabad 933172",Education,2024-09-07
7deb3279-cd9c-423a-8990-798e30ec641c,aded8445-3486-48c6-9f7b-e3018a21f3b7,"H.No. 89, Chaudry Chowk, Hosur 139840","43/663, Rai Marg, Jalna-841110",Education,2022-07-05
8a1b59f2-c18c-4e97-bca5-29e300783a90,690f7c2d-4205-4899-9e98-8c9e22b935c0,"15/450, Bhattacharyya Path, Bihar Sharif 592339","672, Gara Street, Gudivada 247312",Better Housing,2024-12-03
85418bbc-29af-499c-8262-efc295dabb07,7d5436fc-7dc6-43c0-bc18-0f8aa1e5ca68,"451, Chaudhry Ganj, Bhavnagar 323670","22/80, Sawhney Nagar, Nagpur-447368",Job,2020-05-24
117eb806-0e55-4b0b-8ab0-13b919afc063,6960a0a8-f258-4848-b33d-0727fbdd7ded,"87, Narain Zila, Loni-419331","77, Kuruvilla Circle, Mumbai-440002",Education,2022-03-10
6e271b62-56aa-4e92-b122-c4ef5a06ee8f,90f53823-1136-4e04-957c-808af4fffbd1,"69/20, Ramanathan Path, Gurgaon-611853","11/69, Ratta Nagar, Madurai-487167",Job,2023-06-09
b98be50a-eca9-40f4-9702-12c97b193a40,4c4483ec-d5e5-4eb9-bec0-4609636ad91b,"106, Gala Ganj, Phagwara 947846","54, Mandal Zila, Panvel 265536",Job,2021-10-11
8519ce7c-da7b-4ddb-8996-32140e63e17f,2cfdc0e1-aadc-4079-a40e-5db2fe6205a7,"957, Mitra Zila, Gandhinagar 069872","H.No. 058, Datta Nagar, Aligarh-466333",Education,2023-02-23
544058a4-b7b2-4f0d-bc0d-76d58e78d5c2,bbf3ab50-9d46-40d2-bba2-9779110c2894,"053, Barman Zila, Jabalpur 937194","H.No. 25, Dewan Ganj, Coimbatore-816065",Better Housing,2024-09-10
244e032e-3727-4253-a9f1-1b79e693f12a,3436ba16-582f-4940-bead-f67203204d47,"26/118, Nazareth Path, Dibrugarh 634853","H.No. 24, Mammen Road, Thrissur 145559",Education,2020-08-12
5bd19a5e-5165-4af7-949c-9cd0c1f1e72e,cac6ca48-7266-4bea-8cb6-ae50ce1ef5d6,"H.No. 08, Ramachandran Circle, Chandigarh 441092","H.No. 286, Char Nagar, Guntur 163870",Job,2019-10-24
f7768953-2fbe-40cf-a294-41b721fec89a,e823b628-bf0d-42f0-94c3-3a1344d87bdd,"H.No. 00, Sani Ganj, Nagpur 739123","H.No. 590, Barad, Kamarhati 324236",Job,2019-12-14
75cbc71c-643e-4529-97a5-219de72d9684,73a0eb4d-91a4-4f0f-aebf-d46ec7cc88e8,"085, Ramakrishnan Chowk, Kavali 929435","04, Sant Ganj, Bhalswa Jahangir Pur 934081",Better Housing,2023-09-13
b92b5de5-4519-4f95-b150-b540e7f8a91b,5a3723f8-d2f5-45d1-a12e-2b89d3855eed,"336, Shah Circle, Lucknow 984951","100, Varghese Ganj, Bhiwani-406548",Job,2021-10-10
16434cf3-78d7-4763-b053-3f6457217347,7545e6cc-0e03-49d7-8585-7d2189e9731d,"H.No. 01, Lalla Path, Madhyamgram-008621","68/634, Bhardwaj Nagar, Dibrugarh-487132",Better Housing,2023-08-24
8a08c59b-6b15-4237-abd9-c39e011abe74,b4634186-62f2-41c9-bc17-1f7fa81d2b14,"H.No. 749, Thakkar Marg, Varanasi 396671","28/23, Swaminathan, Dewas-323224",Education,2023-12-23
147414c4-1f0b-46cb-b26f-3bcb359abe73,f8929458-7bd3-4852-9090-c73780d2e755,"50/90, Gour Marg, Bahraich-346623","H.No. 05, Gandhi Street, Jamnagar-349142",Job,2019-03-11
42af774f-4c47-47a6-930c-01089c30e15b,bbfbce29-329f-4adb-af0f-ebbc5a323d7f,"44/21, Bhattacharyya Nagar, Anantapur-224499","H.No. 587, Yadav Path, South Dumdum-393258",Job,2021-04-01
38fa9dcc-366a-4437-b0a1-105ba36e2619,4e77bca1-0b8e-4568-9b29-48d1898c2c99,"H.No. 380, Merchant Street, Durgapur-097261","H.No. 01, Bajaj Nagar, Suryapet-341152",Education,2021-11-08
64c823eb-73d2-468f-8534-39c1e4d2ab96,34f4f0c4-1e13-4f90-a545-f6b91efd9346,"73, Bassi Ganj, Srikakulam 586752","H.No. 44, Iyengar Chowk, Haridwar-743901",Job,2019-10-12
7ce78241-f0fc-40dc-ad56-662f9fc3a64c,1442c418-fce8-4a7a-96bb-7d9b1d926b93,"H.No. 50, Chopra, Bharatpur 149180","H.No. 509, Shankar, Howrah-167538",Marriage,2019-03-19
e24c1eaa-caa0-446b-b3a0-6e335ddd6667,e503a6c4-a85f-41c7-adfb-e08b20794235,"H.No. 43, Bali Marg, Nellore-563609","07, Iyengar Street, Ambarnath-599591",Job,2021-01-18
8201bfba-9c6e-4366-804d-4727937ca1f5,4ae02ac3-679e-41fb-9d10-86776118f5d4,"H.No. 87, Jha Circle, Bhiwani 715141","980, Chaudhry, Rajkot-726850",Better Housing,2024-07-15
ae840b04-913e-469e-9bc5-f0469d6ab315,ec2565f0-37dc-41da-80ee-bbc8273fe54f,"H.No. 268, Gola Marg, Kolkata-523390","H.No. 99, Peri Nagar, Barasat 000236",Better Housing,2022-05-19
a57af90a-0975-4063-a502-5e81e42504ab,8b02c7c6-19b2-4b6e-b83b-db701fb75ecb,"99/784, Badami Nagar, Kavali 143775","94, Peri Ganj, Belgaum 871558",Job,2023-10-26
d8fec905-c713-4bb1-a67a-2ea0f18f72e8,da7ea7de-179a-44c5-9478-d64405840d04,"16/425, Mand Zila, Rewa-164900","H.No. 13, Saran Ganj, Ahmednagar-826339",Better Housing,2022-09-18
ec771957-7a0b-41c0-8af6-a49dba6a897e,f8ca243a-dc2c-44da-848a-81e534711d2d,"H.No. 25, Iyer Nagar, Solapur 868668","H.No. 36, Grewal Path, Srikakulam-772784",Better Housing,2020-01-19
dfaa04fc-c470-445f-afd5-8e77c777fdff,9915eb99-dc8c-4d89-822b-b928ecefad47,"054, Sundaram Marg, Rampur 895078","H.No. 075, Dalal Road, Machilipatnam 613462",Marriage,2021-11-07
1a68fbe7-23b8-415a-b04e-c08d1b1b0b58,c7c118d6-80a1-425a-b2df-821e87c15e07,"33/86, Sule Road, Chittoor 162697","34/20, Yogi Path, Tinsukia 848962",Education,2023-08-12
7d779f27-e3bc-454d-a719-213c4c952ed6,e5055f9e-fc57-46fe-b42f-9b3bc7f6f0c9,"H.No. 949, Murty Chowk, Tumkur-930626","235, Mangat Nagar, Jammu 704245",Job,2020-10-02
1353322d-51ea-4af8-aa5e-f640a316c8e4,554c1899-c9f5-4feb-a823-ddc07ed5a195,"238, Ray Nagar, Amaravati 994520","H.No. 773, Sastry Street, Morena 708479",Marriage,2019-07-01
90dafdfa-d88e-4b38-807c-908717341709,4d35d13b-061e-478a-a343-24b94df71249,"140, Kale Ganj, Nagpur-075322","34/077, Rout Street, Rajpur Sonarpur-933817",Marriage,2020-05-13
0c851889-3e87-4d2d-8596-71ea45bdca0f,9ccd1a15-6307-48f4-96b4-f00b501acdd0,"H.No. 028, Ray Zila, Katihar-912945","480, Patla Street, Sangli-Miraj & Kupwad-655198",Marriage,2022-11-04
0b237902-ee2b-49e8-829a-6a9d2fff1b18,6242698b-76d1-4e20-b63e-7151a01a289e,"102, Dhawan Marg, Phagwara-607632","02, Gopal Ganj, Morbi-997537",Better Housing,2023-12-09
f7a4a681-eb9c-435b-9e7b-24ef0e0dfdde,095298eb-4bc4-4956-be7a-5dba4a41513f,"H.No. 735, Misra Path, Meerut 023939","46/93, Pau, Ghaziabad 316155",Job,2022-07-08
8ce17491-4617-4e76-81b0-ef6ac26aad5b,eacec6ef-6901-4b94-86a5-e73564fb39a4,"49, Chad Circle, Satna-862043","51/88, Pal Marg, Motihari 243291",Job,2019-03-03
2c8f64e3-0288-47e4-8bcd-54bd9b0fa046,b3e09535-69c2-4c88-b65d-af175a347ba7,"580, Sharma, Agartala-772015","H.No. 55, Dhar Nagar, Bhalswa Jahangir Pur 089598",Better Housing,2023-11-17
041f854e-e7c6-4c06-98cb-d213bd63e9a6,9e4fc578-0fb6-42bd-8682-2657fd09df0c,"605, Mahajan Circle, Deoghar-633784","97/56, Agarwal Circle, Saharanpur 900555",Marriage,2021-08-03
66417f41-0d3c-4db9-abe1-4982efcb6db7,51224cf7-d5b5-4d28-90ac-d6355bc8bfcf,"H.No. 938, Ratti Nagar, Shahjahanpur-116140","290, Kannan Road, Kanpur-972497",Marriage,2022-11-27
65c352bc-46e0-446e-a6e0-5b9cebb71b6e,0f319d32-c1af-4180-8caa-608271cfad8a,"H.No. 37, Sani Ganj, Bhavnagar-706407","61/86, Singhal Nagar, Singrauli-872682",Education,2020-10-28
955af21d-17d7-4d3d-86a9-0d44cd227dc2,1f1797b6-a3f7-4a16-96bc-704347a8b924,"99/991, Sathe Nagar, Bidhannagar-208622","H.No. 52, Kari Circle, Malda 325241",Education,2024-10-16
398c536f-7069-4d8f-b7b6-ff7763d2f0d0,dec1a7ad-cd25-4280-b4c0-7a8ec2cf8396,"93, Chaudhari Ganj, Fatehpur 354401","H.No. 899, Bhavsar Street, Guwahati-086779",Education,2019-06-27
8efa52d0-b1f4-4f9d-af7c-8081b485bbf9,863c085c-b4e3-4cde-ab86-6be5b7fe1a03,"420, Varghese Nagar, Anand-228028","H.No. 335, Parmar Circle, Hindupur 560525",Marriage,2024-03-18
1cf3e931-07db-4979-b227-25ad91566c68,30038545-18be-4bc8-ad3e-472544c4140b,"14/957, Bhalla Street, Motihari-227828","89/86, Pathak Ganj, Gulbarga 486356",Job,2023-10-30
127d8c18-062d-4eb8-814c-5321fe8536ab,f7dedbc9-f6e2-4775-a46d-0b36a80d5212,"59, Sangha Street, Uluberia 611600","051, Bajaj Circle, Pimpri-Chinchwad 918627",Education,2021-03-25
bbbb2d81-0374-438c-92b6-de5187842f42,fe025fc7-9168-498f-b9bf-87b1c869c710,"H.No. 065, Savant Road, Berhampore 679839","H.No. 68, Sinha Ganj, Bhatpara 632926",Job,2019-08-03
ffca3514-afcd-457c-be3a-76bebdba0e13,d6514749-a876-4fcf-b41a-011076290376,"58/945, Gaba Path, Bhilwara 013628","18/34, Gara Zila, Ramgarh-547100",Job,2021-07-21
a0f29e9d-1ee9-478b-a303-b950392f1a7a,83a9497d-e9ba-43c3-a568-964901710892,"265, Kara Path, Hyderabad-816651","26/51, Ghosh Nagar, South Dumdum-059849",Job,2020-09-19
ea6070a4-68f9-4d05-a757-6b227f543f7a,3ad23f59-c23f-4d69-be34-97601dfb007b,"H.No. 877, Bera Zila, Dhule 960546","80/11, Prashad Road, Ambarnath-643731",Job,2021-07-24
12132748-79c2-4b48-8e9a-4cf9712fbd11,f8b6a9c0-7898-4602-b6d9-3f1644e98ea1,"H.No. 299, Krishnan Zila, Sangli-Miraj & Kupwad-333432","630, Subramanian Circle, Bardhaman 891452",Job,2024-02-28
6d527d73-926a-4c34-a7dc-c81eb28d8995,ac138a78-c03b-4e30-8b1a-fd3ae2de7deb,"H.No. 231, Gill Chowk, Asansol 698502","81/95, Kala Circle, Gulbarga 206433",Education,2024-11-17
28ed743b-e341-46e0-8340-16b609611c00,5f1373a8-ab24-4170-965e-0fd62c09d1a1,"H.No. 592, Arya Path, Tiruchirappalli-632968","99/668, Parmar Chowk, Bhilai 941340",Education,2022-09-02
9c780af3-eaa6-4e65-b032-9e1df835ad52,1bd65622-c9b9-497b-80c2-b48b98aa2378,"17/521, Raja Path, South Dumdum 516338","60, Borra Zila, Jamshedpur-762520",Marriage,2022-06-19
f172cfae-f324-4527-9b11-5a8fae82e982,e7c5cbbb-7c35-47f8-9265-7d6e47e8ee2b,"82/112, Chand Zila, Bareilly-704781","709, Kohli Chowk, Satna 532636",Better Housing,2023-04-13
5c759f60-c799-4c53-8ece-3a14dd675f5f,e51ff323-cca3-4e78-9ff1-bce942e9cc60,"72/09, Bahri, Cuttack 916132","90/16, Mistry Marg, Giridih-174383",Job,2020-08-03
433cc7e0-e01d-4233-8612-17a2d6be1b11,cfc2338a-d1a5-4de8-ba61-fcfed78fa2f8,"H.No. 196, Shah Zila, Jamalpur 019113","H.No. 010, Comar Nagar, Mangalore-956549",Job,2021-11-24
6532c0ea-4c52-4a6c-a9bb-854572a0a8cd,c579781e-8285-4587-ab5d-5b1106b42835,"35/37, Apte Nagar, Warangal-073808","H.No. 155, Sharaf Street, Anand 110844",Job,2020-04-13
932a12d8-e51f-47ee-8b93-166dc94e2d9e,2e5215a7-61ad-427d-9172-020af961a0c6,"73/48, Nagar Ganj, Mehsana-636255","25/90, Sanghvi Chowk, Kanpur-297908",Education,2022-11-15
e0d7676c-48c8-4e94-a442-5e8209c87a93,3664084e-b3ab-4c6a-8424-1e63f00d27de,"H.No. 052, Ramakrishnan Road, Uluberia-568070","60/05, Sahota Nagar, Agra-411142",Marriage,2021-01-17
e0aac48a-61a9-4051-a169-cb3756766c1f,96f35b6b-c2b7-4195-8c47-9c5a7973e68d,"04, Pandey Zila, Kakinada 346958","26, Luthra Chowk, Tumkur 608493",Marriage,2023-07-30
582b65c6-806d-4a84-a771-b1a78d20b1ae,923e2f0a-0dc5-4ef3-bd16-8b48c9a7e046,"H.No. 48, Nagi Street, Bhubaneswar 825949","46/900, Chokshi Street, Akola-418640",Job,2024-12-15
862fbd8a-80c7-427f-b77e-805c996cac2c,a5c3f6ee-a004-44fd-b2b3-ab850575c467,"18/364, Mohan Nagar, Udaipur 831744","96/663, Tak Marg, Bhubaneswar-481330",Better Housing,2021-11-23
f6d2c39e-c037-45f0-9c36-b0c2d4f74e00,3a04e0dc-4ab3-4899-b84c-c2af5e420767,"H.No. 741, Srivastava, Hajipur 739132","H.No. 423, Babu Circle, Vijayawada 068956",Marriage,2024-01-20
7b082616-14e3-4e15-8746-fbda8020e8cb,c4d79b10-6908-4d78-96fd-1741137aadd7,"29, D’Alia Chowk, Ludhiana 711407","752, Dhar Chowk, Jamnagar-977713",Marriage,2021-02-27
fcea15e0-227a-443f-ac60-2024c7fa4021,edd698f0-cd7e-47f1-acb1-133b092016f2,"06, Kapadia Nagar, Amravati 972117","H.No. 10, Bath Path, Vasai-Virar 337009",Education,2024-11-14
5bcd13a0-ee8e-4341-b85a-1f3be8112d5d,fac3635c-15ba-4010-8d26-d0f530e00019,"73, Nadkarni Road, Bhopal-351267","H.No. 025, Roy Path, Vasai-Virar 608827",Job,2019-08-19
b885d50d-9ab7-4724-b795-93c0304221e6,90a74921-63c9-48a6-9887-a860cf50e2fa,"H.No. 65, Andra Ganj, Ujjain 098798","41/27, Ramakrishnan Marg, Kharagpur 560469",Job,2023-06-26
242e1e3d-d0a6-48f9-90c7-1b546e8854f7,5260bf08-c7b7-486d-b330-ce99816ce628,"H.No. 05, Anne Street, Meerut 379403","22/382, Prabhu Nagar, Bathinda-974322",Marriage,2021-06-02
69687e59-ce0c-4e5e-95e5-9d760311a2b5,43a71b10-10a6-41c1-b9cf-c329fa95fd61,"H.No. 92, Kumar Marg, Mangalore-295178","64/420, Hans Street, Dharmavaram 066738",Job,2022-02-24
fb948346-b062-4d0a-9092-ce21a31eb4bc,742e4393-9082-441b-a6fb-d663146441a0,"85/082, Yadav Zila, Solapur 709408","67/821, Bhagat Circle, Bettiah-737662",Better Housing,2024-03-30
07c487bb-f9b0-4924-a838-4f53a9b2a538,f604027d-23d2-4490-bfe3-9bbea69fe1f4,"H.No. 50, Bhakta Road, Karaikudi 120493","H.No. 01, Bhasin Circle, Tumkur 523970",Job,2020-01-23
66690f83-1b4a-468a-a3e3-b28d16f851af,34a5eabc-14c1-4d14-b7ca-90b93e195fba,"28, Butala Ganj, Karimnagar 333162","68, Sankaran Chowk, Bettiah 036671",Job,2021-08-26
c906b186-ecf3-4f5f-adb9-b4304cb62fd5,18106914-215b-4061-b9e1-f7e728ef2176,"989, Kamdar, Mathura 203700","90/55, Varughese Chowk, Aurangabad-972658",Better Housing,2024-01-26
1fa35afc-f554-4da9-8044-10962457ff71,cb057287-dec7-4562-9529-7bf9e0c6a032,"80/98, Patla Chowk, Karaikudi-739381","73/30, Behl Road, Kota-477200",Marriage,2020-08-11
4674085e-8200-4d5d-aff2-19344c12c7c6,eea9fbc4-07d3-466a-9d97-97949b5458ad,"H.No. 466, Ramesh Zila, Howrah-797481","H.No. 259, Sharma Zila, Mirzapur 144738",Marriage,2021-08-09
cda3153b-582b-4640-9473-491906a0f310,113b6fa1-8d89-4482-ac85-374eb2924303,"H.No. 195, Bajaj Path, Farrukhabad-297139","95/394, Ramachandran Zila, Hyderabad-578327",Job,2021-11-03
41480401-b91a-4b8a-818f-53ca74ebaf07,6656a205-a340-40b9-ae20-ae4cee72e077,"936, Devan Circle, Bidhannagar 894305","25, Sandal Marg, Aurangabad-711355",Better Housing,2022-11-13
c8c5b89f-c5e5-4628-8aa7-399bf7920195,371bf07c-7c01-4fb6-bd1f-0356d751edfb,"17/47, Salvi Nagar, Bhind-706752","13/05, Mohan Ganj, Kozhikode 219317",Education,2021-09-22
2b037b0a-6c05-4c28-a9c9-1f587b8fc7dc,166b9c20-e6ea-4315-9c76-5a2db2a04a07,"751, Dubey Zila, Amaravati-132935","33, Boase Road, Nandyal-408586",Marriage,2019-11-04
38904de6-0f79-4ccd-9722-14a82cffdd87,fe665454-0cd8-4f55-a217-78d978622617,"52, Kadakia, Pune 162235","94/28, Kapur Chowk, Latur 776696",Job,2024-01-26
aeb36002-0667-49b1-b112-0e0900d41a47,f93b9212-37ab-4235-9ed4-675d34d57b1c,"658, Bhatia, Amravati-648172","86, Brahmbhatt, Gwalior-741776",Education,2020-06-29
0f21913c-93f7-49f9-a2a3-be7727c01b2a,63271134-6253-4594-9060-517e0f021c69,"36/47, Puri Path, Jabalpur 794818","23/161, Nayak Street, Purnia-433366",Education,2023-08-05
49fcfb70-5694-49a2-bd20-6700d1ca4a45,d49bd7c5-0fa3-45bc-b2ca-7598616f899b,"61/430, Yogi Marg, Tenali 307917","768, Mukherjee Road, Bhatpara 915872",Job,2023-03-11
b8cdee69-d5d2-4bad-8c8e-996dd5e6ca95,8f6a6a5b-537e-49b3-a98b-032d073bd140,"20, Natt Circle, Purnia-157538","08, Madan, Latur-141790",Marriage,2022-06-10
6e6a228a-0d29-4397-ad4c-315399c79d1c,fce6c61d-bcdd-41ad-9c27-194e7ea5fad4,"H.No. 09, Bumb Path, Patiala 507600","304, Ganesh Street, Motihari-290934",Better Housing,2020-10-24
731976d0-102b-4367-9c63-4302f9c1a457,ba1236eb-38ef-4c2a-9775-9bd301e8eca0,"49, Dass Circle, Buxar-632146","56/22, Singh Circle, Ramgarh 555508",Job,2023-12-11
d382ed94-2b36-4d5c-b609-f183ae6e543c,d50426c8-b4c6-4054-a401-d98767bf8b5b,"H.No. 12, Kaur Street, Gopalpur 886596","412, Talwar Street, Naihati-261073",Education,2022-12-29
f4491712-306a-43cd-a1d5-ec2b5b4c8984,a8e0b7c4-376a-4b85-a673-b78c28c42308,"H.No. 980, Parekh Path, Jamalpur-595061","H.No. 85, Sani Chowk, Kakinada 265744",Job,2019-10-28
abd212fa-c730-40aa-ad1e-062802352bbc,8d882734-9a25-4043-8d03-2187cb358c56,"H.No. 17, Sidhu Zila, Hosur 440669","H.No. 259, Dugar Road, Coimbatore 330695",Job,2024-05-01
a9962275-6479-4f05-9396-96047f9d6201,b0deeedd-4a55-4b0f-afb4-7ea600b9e3f4,"39, Iyer Zila, Bhalswa Jahangir Pur-417387","59/352, Kapoor Zila, Raichur 762792",Job,2021-10-23
363b4ea7-cd11-498a-8dfb-057551c89084,663fa5cd-6e80-48c2-8196-a3b13a5a12d7,"093, Goswami Circle, Yamunanagar 568698","95, Nazareth Circle, Bhopal-861745",Education,2020-10-17
6f69ad42-f377-47b5-b367-6a96b500e323,fe9eac97-5f79-4b32-a069-df5fcada16b5,"30, Lalla Circle, Mumbai 167566","682, Ghosh Marg, Jhansi 585249",Better Housing,2019-09-07
ab90f36b-bc7f-4481-9a85-27a5a9832eda,c0839e3b-af86-4a29-b7b6-1a8d31bc12c0,"04/07, Muni Nagar, Cuttack-446736","H.No. 63, Kalita Path, Thoothukudi 264598",Better Housing,2023-04-27
